Gene Symbol,gene description from mart,GO from mart,GO from mart,ENTREZ GENE ID,biological process,Fold change
Os01g0170300,Serine/threonine protein kinase-related domain containing protein,GO:0005524,ATP binding,,response to inorganic substance,5.771744927
Os01g0170500,"Protein of unknown function DUF239, plant domain containing protein",,,4328730,response to inorganic substance,5.098451969
Os01g0170500,,,,,response to inorganic substance,7.469089495
Os01g0170600,Hypothetical conserved gene,,,,response to inorganic substance,7.518457704
Os01g0170600,Hypothetical conserved gene,,,4325503,response to salt stress,2.659239913
Os01g0170700,Thiol-activated cytolysin family protein,,,4342583,response to salt stress,1.697056771
Os01g0170700,,,,,response to salt stress,4.284311765
Os01g0170700,,,,,response to salt stress,1.901698589
Os01g0170800,Pentatricopeptide repeat domain containing protein,GO:0005739,mitochondrion,4342571,response to salt stress,-2.481999605
Os01g0170900,Conserved hypothetical protein,,,4345426,response to salt stress,2.21472732
Os01g0171000,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor (EC 2.7.1.37) (BRI1-associated receptor kinase 1) (Somatic embryogenesis receptor-like kinase 3),GO:0006468,protein phosphorylation,9272304,response to salt stress,-1.15735818
Os01g0171000,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor (EC 2.7.1.37) (BRI1-associated receptor kinase 1) (Somatic embryogenesis receptor-like kinase 3),GO:0006468,protein phosphorylation,4337896,response to salt stress,-2.199724114
Os01g0171200,Conserved hypothetical protein,GO:0016021,integral component of membrane,4343604,response to salt stress,1.117510755
Os01g0171200,Conserved hypothetical protein,GO:0016021,integral component of membrane,4343604,response to salt stress,3.250842529
Os01g0171200,Conserved hypothetical protein,GO:0016021,integral component of membrane,4343604,response to salt stress,3.814968017
Os01g0171800,Conserved hypothetical protein,GO:0016021,integral component of membrane,4324107,response to salt stress,-1.511585093
Os01g0172000,"Glycosyltransferase, ALG3 domain containing protein",GO:0030176,integral component of endoplasmic reticulum membrane,4327571,response to salt stress,3.868536357
Os01g0172100,"Similar to Triose phosphate/phosphate translocator, non-green plastid, chloroplast precursor (CTPT)",GO:0022857,transmembrane transporter activity,4339778,response to salt stress,5.335881704
Os01g0172200,"DNA/RNA helicase, DEAD/DEAH box type, N-terminal domain containing protein",GO:0004386,helicase activity,4346787,response to salt stress,1.363199711
Os01g0172300,Conserved hypothetical protein,,,4326044,response to salt stress,2.43078882
Os01g0172400,Similar to Phospholipase D alpha 1,GO:0016042,lipid catabolic process,4327020,response to salt stress,3.100435228
Os01g0172600,Similar to electron carrier/ heme binding / peroxidase,GO:0042744,hydrogen peroxide catabolic process,4334727,response to salt stress,4.683542816
Os01g0172800,,,,4327565,response to salt stress,1.650489722
Os01g0172900,"Glycoside hydrolase, family 28 domain containing protein",GO:0005975,carbohydrate metabolic process,,response to salt stress,6.734147235
Os01g0173000,Putative thiol-disulphide oxidoreductase DCC domain containing protein,GO:0010287,plastoglobule,,response to salt stress,-1.566133395
Os01g0173100,"Alba, DNA/RNA-binding protein family protein",GO:0003676,nucleic acid binding,,response to salt stress,2.571168323
Os01g0173600,Glyoxalase/bleomycin resistance protein/dioxygenase domain containing protein,,,4349327,response to stimulus,1.789689657
Os01g0173600,Glyoxalase/bleomycin resistance protein/dioxygenase domain containing protein,,,4349327,response to stimulus,1.271964353
Os01g0173900,Similar to MRP-like ABC transporter,GO:0055085,transmembrane transport,4327029,response to stimulus,1.642851714
Os01g0174000,Similar to BZIP transcription factor (Fragment),GO:0043565,sequence-specific DNA binding,,response to stimulus,1.478781434
Os01g0174100,Conserved hypothetical protein,,,4330695,response to stimulus,-2.438809045
Os01g0174200,Hypothetical protein,,,9270554,response to stimulus,-3.803531195
Os01g0174300,Flavoprotein pyridine nucleotide cytochrome reductase domain containing protein,GO:0005507,copper ion binding,9266375,response to stimulus,3.520598908
Os01g0174500,Metridin-like ShK toxin domain containing protein,GO:0005783,endoplasmic reticulum,4333327,response to stimulus,-2.909134325
Os01g0174500,Metridin-like ShK toxin domain containing protein,GO:0005783,endoplasmic reticulum,4349328,response to stimulus,2.659239913
Os01g0174600,"Zinc finger, CCCH-type domain containing protein",GO:0003677,DNA binding,,response to stimulus,0.710987695
Os01g0174700,Similar to Akt (Fragment),GO:0048825,cotyledon development,9271570,response to stimulus,1.697056771
Os01g0174700,Similar to Akt (Fragment),GO:0048825,cotyledon development,4333531,response to stimulus,-1.337255305
Os01g0174900,Thioredoxin fold domain containing protein,GO:0005759,mitochondrial matrix,4348563,response to stimulus,4.284311765
Os01g0174900,,,,4348563,response to stimulus,1.577233324
Os01g0174900,Thioredoxin fold domain containing protein,GO:0005759,mitochondrial matrix,4348563,response to stimulus,2.20815339
Os01g0175000,Similar to Biostress-resistance-related protein (Fragment),GO:0016787,hydrolase activity,4326013,response to stimulus,-1.87644396
Os01g0175100,Kv1.4 voltage-gated K+ channel family protein,,,4333927,response to stimulus,-1.74799846
Os01g0175400,Boron (B) transporte,GO:0005452,inorganic anion exchanger activity,,response to stimulus,-1.810074507
Os01g0175400,Ankyrin repeat containing protein,GO:0005515,protein binding,4348796,response to stimulus,3.305111957
Os01g0175400,Ankyrin repeat containing protein,GO:0005515,protein binding,4348804,response to stimulus,-2.055737105
Os01g0175500,Protein of unknown function DUF1618 domain containing protein,,,4333789,response to stimulus,-2.186093275
Os01g0175600,Boron (B) transporte,GO:0005452,inorganic anion exchanger activity,4342020,response to stimulus,-2.904180645
Os01g0176000,UDP-glucuronosyl/UDP-glucosyltransferase family protein,GO:0043231,intracellular membrane-bounded organelle,,response to stimulus,1.249502867
Os01g0176200,,,,4343582,response to stimulus,1.901698589
Os01g0176300,Pentatricopeptide repeat domain containing protein,GO:0009451,RNA modification,4349332,response to stimulus,2.273013695
Os01g0176400,Similar to Photoreceptor-interacting protein-like,GO:0016567,protein ubiquitination,4331225,response to stimulus,-2.481999605
Os01g0176500,Conserved hypothetical protein,,,9271765,response to stimulus,3.149867659
Os01g0176500,Conserved hypothetical protein,,,4326059,response to stimulus,-1.537915589
Os01g0176700,"Myb-like DNA-binding domain, SHAQKYF class domain containing protein",,,4332753,response to stimulus,1.502399743
Os01g0176700,"Myb-like DNA-binding domain, SHAQKYF class domain containing protein",,,4332754,response to stimulus,2.21472732
Os01g0176800,Protein of unknown function DUF2921 domain containing protein,GO:0016021,integral component of membrane,,response to stimulus,1.844013208
Os01g0177100,Similar to STYLOSA protein,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",4330046,response to stimulus,4.631775453
Os01g0177100,Similar to STYLOSA protein,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",,response to stimulus,1.993478077
Os01g0177200,Similar to Ubiquitin-specific protease 14,GO:0004843,thiol-dependent ubiquitin-specific protease activity,,response to stimulus,-1.638820769
Os01g0177200,Similar to Ubiquitin-specific protease 14,GO:0004843,thiol-dependent ubiquitin-specific protease activity,,response to stimulus,-1.15735818
Os01g0177900,"ATP-binding cassette transporter, Cuticle formation, Defense respons",GO:0016021,integral component of membrane,4337449,response to stimulus,-2.199724114
Os01g0177900,"ATP-binding cassette transporter, Cuticle formation, Defense respons",GO:0016021,integral component of membrane,,response to stimulus,1.117510755
Os01g0177900,"ATP-binding cassette transporter, Cuticle formation, Defense respons",GO:0016021,integral component of membrane,,response to stimulus,3.250842529
Os01g0178000,"Pyridoxal phosphate-dependent transferase, major region, subdomain 1 domain containing protein",GO:0009058,biosynthetic process,,response to stimulus,-2.060418088
Os01g0178100,Region of unknown function DUF1767 domain containing protein,GO:0005739,mitochondrion,4330674,response to stimulus,1.142249779
Os01g0178200,Similar to integral membrane family protein,GO:0016021,integral component of membrane,4330675,response to stimulus,3.814968017
Os01g0178300,"Plasma membrane-localized small peptide, Aluminum toleranc",GO:0016020,membrane,4339989,response to stimulus,2.609381895
Os01g0178300,"Plasma membrane-localized small peptide, Aluminum toleranc",GO:0016020,membrane,,response to stimulus,2.948349907
Os01g0178400,Similar to Protein phosphatase 2A B'kappa subunit,GO:0019888,protein phosphatase regulator activity,4344215,response to stimulus,1.104343922
Os01g0178400,Similar to Protein phosphatase 2A B'kappa subunit,GO:0019888,protein phosphatase regulator activity,4349333,response to stimulus,3.597576496
Os01g0178400,,,,4349334,response to stimulus,1.741055262
Os01g0178500,,,,4335772,response to stimulus,-1.511585093
Os01g0178500,"A member of rice Aux/IAA family, Cross-talk of auxin and brassinosteroid signaling pathways, Plant morphogenesi",GO:0006355,"regulation of transcription, DNA-templated",4348183,response to stimulus,-1.743843876
Os01g0178700,Similar to Protein binding protein,GO:0016021,integral component of membrane,4342837,response to stimulus,1.62582174
Os01g0178900,Similar to Symbiosis-related disease resistance protein (Fragment),,,,response to stimulus,2.450543985
Os01g0178900,Similar to Symbiosis-related disease resistance protein (Fragment),,,4332694,response to stimulus,-1.453056977
Os01g0178900,Similar to Symbiosis-related disease resistance protein (Fragment),,,4332694,response to stimulus,3.868536357
Os01g0179000,Transferase family protein,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",,response to stimulus,4.761639719
Os01g0179200,"Syntaxin, N-terminal domain containing protein",GO:0006886,intracellular protein transport,4333173,response to stimulus,-1.053932111
Os01g0179300,Similar to BRI1-KD interacting protein 128 (Fragment),,,4325951,response to stimulus,1.623799973
Os01g0179300,Similar to BRI1-KD interacting protein 128 (Fragment),,,4325952,response to stimulus,2.287469323
Os01g0179400,"Amyloplast-localized protein containing DUF490, Regulation of starch grain size",GO:0009306,protein secretion,9268141,response to stimulus,5.335881704
Os01g0179500,"Enhancer of polycomb-like, N-terminal domain containing protein",,,4327741,response to stimulus,2.665231276
Os01g0179500,"Enhancer of polycomb-like, N-terminal domain containing protein",,,4327742,response to stimulus,4.102804922
Os01g0179600,UDP-glucuronosyl/UDP-glucosyltransferase family protein,GO:0043231,intracellular membrane-bounded organelle,4347435,response to stimulus,4.296962008
Os01g0179700,,,,,response to stimulus,-3.482879446
Os01g0179700,,,,,response to stimulus,-1.0899305
Os01g0179800,TMS membrane protein/tumour differentially expressed protein family protein,GO:0016021,integral component of membrane,4332132,response to stimulus,0.321353917
Os01g0179800,,,,4337002,response to stimulus,1.317026237
Os01g0179800,,,,4349336,response to stimulus,1.3538488
Os01g0179901,Conserved hypothetical protein,,,,response to stimulus,1.969184432
Os01g0180000,Pistil-specific extensin-like protein family protein,GO:0005515,protein binding,4347476,response to stimulus,3.294277245
Os01g0180000,Pistil-specific extensin-like protein family protein,GO:0005515,protein binding,4347477,response to stimulus,1.363199711
Os01g0180300,"Lipoprotein, type 6 family protein",,,4334493,response to stimulus,2.153850023
Os01g0180400,Protein of unknown function DUF581 domain containing protein,,,4330008,response to stimulus,4.096090388
Os01g0180400,Protein of unknown function DUF581 domain containing protein,,,4330009,response to stimulus,2.319775118
Os01g0180600,Similar to MutS homolog 7 (Fragment),GO:0032300,mismatch repair complex,4336180,response to stimulus,-1.377350011
Os01g0180600,Similar to MutS homolog 7 (Fragment),GO:0032300,mismatch repair complex,4339353,response to stimulus,1.892605539
Os01g0180700,Hypothetical conserved gene,,,4330051,response to stimulus,-2.218555401
Os01g0180800,Heat shock protein Hsp70 family protein,GO:0005524,ATP binding,4343529,response to stimulus,-2.498483501
Os01g0180800,Heat shock protein Hsp70 family protein,GO:0000166,nucleotide binding,107277239,response to stimulus,5.423313688
Os01g0181000,,,,4336124,response to stimulus,-0.949645798
Os01g0181300,Hypothetical protein,,,4349339,response to stimulus,2.43078882
